filename,original_name,file_path,file_size,mime_type,alt_text,uploaded_at
IIMA PSP.jpg,IIMA PSP.jpg,/media/project-photos/buildings-factories/IIMA PSP.jpg,513166,image/jpg,Buildings & Factories: IIMA PSP,2025-08-22 06:12:11
1. BULLET TRAIN PROJECTS.webp,1. BULLET TRAIN PROJECTS.webp,/media/project-photos/bullet/1. BULLET TRAIN PROJECTS.webp,54158,image/webp,Bullet Train Projects: 1. BULLET TRAIN PROJECTS,2025-08-22 06:12:11
2. Bullet train.webp,2. Bullet train.webp,/media/project-photos/bullet/2. Bullet train.webp,201220,image/webp,Bullet Train Projects: 2. Bullet train,2025-08-22 06:12:11
04.Vadodara Airport (1).jpg,04.Vadodara Airport (1).jpg,/media/project-photos/others/04.Vadodara Airport (1).jpg,82300,image/jpg,Other Projects: 04.Vadodara Airport (1),2025-08-22 06:12:11
04.Vadodara Airport (2).jpg,04.Vadodara Airport (2).jpg,/media/project-photos/others/04.Vadodara Airport (2).jpg,93203,image/jpg,Other Projects: 04.Vadodara Airport (2),2025-08-22 06:12:11
"21.Jamrani Dam, Uttarakhand 1.jpeg","21.Jamrani Dam, Uttarakhand 1.jpeg","/media/project-photos/others/21.Jamrani Dam, Uttarakhand 1.jpeg",53833,image/jpeg,"Other Projects: 21.Jamrani Dam, Uttarakhand 1",2025-08-22 06:12:11
"21.Jamrani Dam, Uttarakhand 2.jpeg","21.Jamrani Dam, Uttarakhand 2.jpeg","/media/project-photos/others/21.Jamrani Dam, Uttarakhand 2.jpeg",26181,image/jpeg,"Other Projects: 21.Jamrani Dam, Uttarakhand 2",2025-08-22 06:12:11
"21.Jamrani Dam, Uttarakhand 3.jpeg","21.Jamrani Dam, Uttarakhand 3.jpeg","/media/project-photos/others/21.Jamrani Dam, Uttarakhand 3.jpeg",46675,image/jpeg,"Other Projects: 21.Jamrani Dam, Uttarakhand 3",2025-08-22 06:12:11
CANAL2.jpg,CANAL2.jpg,/media/project-photos/others/CANAL2.jpg,128461,image/jpg,Other Projects: CANAL2,2025-08-22 06:12:11
FACTORY1.jpg,FACTORY1.jpg,/media/project-photos/others/FACTORY1.jpg,308491,image/jpg,Other Projects: FACTORY1,2025-08-22 06:12:11
photo1.jpg,photo1.jpg,/media/project-photos/others/photo1.jpg,327380,image/jpg,Other Projects: photo1,2025-08-22 06:12:11
